Sensor Log File flight-s1 flight-s1-7@a.com 104 Hz plugin 300075 base 200600,,,,,,,,,
RECORD,TYPE,DATE,TIME,arx, ary, arz, grx, gry, grz
1938,1,11/17/15,18:52:05,-0.255334,0.015446,0.274677,0.07474,0.139402,0.112491
1939,1,11/17/15,18:52:05,-0.298646,0.054995,0.27045,0.076257,0.139034,0.108185
1940,1,11/17/15,18:52:05,-0.329328,0.099641,0.256045,0.072816,0.135954,0.109786
1941,1,11/17/15,18:52:05,-0.357723,0.1045,0.268452,0.068349,0.129674,0.11735
1942,1,11/17/15,18:52:05,-0.358186,0.091387,0.259212,0.064729,0.122134,0.130601
1943,1,11/17/15,18:52:05,-0.405969,0.069269,0.239153,0.064696,0.1124,0.140305
1944,1,11/17/15,18:52:05,-0.446245,0.088247,0.276137,0.065227,0.102662,0.14945
1945,1,11/17/15,18:52:05,-0.488257,0.102389,0.282028,0.066577,0.091713,0.160963
1946,1,11/17/15,18:52:05,-0.552247,0.107346,0.29909,0.065526,0.081644,0.169589
1947,1,11/17/15,18:52:05,-0.569451,0.088479,0.335513,0.062576,0.066598,0.180566
1948,1,11/17/15,18:52:05,-0.569413,0.079275,0.367219,0.061087,0.04937,0.190192
1949,1,11/17/15,18:52:05,-0.571844,0.071589,0.309588,0.060907,0.034213,0.197314
1950,1,11/17/15,18:52:05,-0.491103,0.080919,0.221299,0.059163,0.022462,0.2067
1951,1,11/17/15,18:52:05,-0.457838,0.051954,0.195855,0.058902,0.02192,0.215037
1952,1,11/17/15,18:52:05,-0.432239,0.055138,0.126528,0.057746,0.029239,0.216753
1953,1,11/17/15,18:52:05,-0.43974,0.029775,0.050216,0.056194,0.042485,0.221495
1954,1,11/17/15,18:52:05,-0.399151,0.006795,0.002792,0.05287,0.061249,0.216113
1955,1,11/17/15,18:52:05,-0.408129,-0.052914,-0.070882,0.047673,0.083775,0.208022
1956,1,11/17/15,18:52:05,-0.374483,-0.110956,-0.13412,0.043889,0.110525,0.200476
1957,1,11/17/15,18:52:05,-0.363819,-0.201447,-0.170892,0.043074,0.139556,0.197608
1958,1,11/17/15,18:52:06,-0.330253,-0.281787,-0.182671,0.042291,0.173281,0.188073
1959,1,11/17/15,18:52:06,-0.32771,-0.337583,-0.187994,0.041638,0.205642,0.176573
1960,1,11/17/15,18:52:06,-0.333422,-0.337088,-0.165899,0.038415,0.229785,0.161263
1961,1,11/17/15,18:52:06,-0.362031,-0.313738,-0.126361,0.03206,0.24978,0.148169
1962,1,11/17/15,18:52:06,-0.346567,-0.278064,-0.08815,0.028649,0.266626,0.141033
1963,1,11/17/15,18:52:06,-0.396973,-0.208517,-0.020194,0.024932,0.273083,0.135819
1964,1,11/17/15,18:52:06,-0.39679,-0.116331,0.052967,0.025316,0.278774,0.135626
1965,1,11/17/15,18:52:06,-0.403655,-0.056476,0.152438,0.026666,0.277193,0.142478
1966,1,11/17/15,18:52:06,-0.381044,-0.012861,0.250502,0.030794,0.272386,0.150284
1967,1,11/17/15,18:52:06,-0.350637,0.014197,0.323464,0.037683,0.255936,0.159097
1968,1,11/17/15,18:52:06,-0.309483,-0.009185,0.334114,0.041819,0.241184,0.159447
1969,1,11/17/15,18:52:06,-0.258977,-0.047989,0.310194,0.048918,0.220684,0.167221
1970,1,11/17/15,18:52:06,-0.171931,-0.07991,0.243859,0.056557,0.200248,0.174418
1971,1,11/17/15,18:52:06,-0.122528,-0.116941,0.173497,0.069688,0.181888,0.193476
1972,1,11/17/15,18:52:06,-0.042376,-0.180295,0.112895,0.082418,0.166044,0.21495
1973,1,11/17/15,18:52:06,0.01668,-0.226393,0.044959,0.089997,0.15673,0.234461
1974,1,11/17/15,18:52:06,0.069218,-0.272427,0.035636,0.092559,0.144713,0.253767
1975,1,11/17/15,18:52:06,0.120311,-0.293534,0.00313,0.093332,0.136432,0.274202
1976,1,11/17/15,18:52:06,0.1877,-0.273218,-0.045948,0.085918,0.127886,0.297412
1977,1,11/17/15,18:52:06,0.185462,-0.292444,-0.105815,0.06848,0.121563,0.315351
1978,1,11/17/15,18:52:06,0.181596,-0.392553,-0.205216,0.042846,0.116416,0.347959
1979,1,11/17/15,18:52:06,0.201728,-0.451572,-0.337103,0.011478,0.111757,0.378291
1980,1,11/17/15,18:52:06,0.229132,-0.447925,-0.431452,-0.022518,0.106834,0.412479
1981,1,11/17/15,18:52:06,0.291875,-0.540144,-0.486751,-0.048925,0.110495,0.466999
1982,1,11/17/15,18:52:06,0.367099,-0.722977,-0.455187,-0.063724,0.119418,0.52195
1983,1,11/17/15,18:52:06,0.349409,-0.954105,-0.403418,-0.069665,0.127957,0.552738
1984,1,11/17/15,18:52:06,0.337475,-1.164201,-0.329726,-0.067313,0.133185,0.537762
1985,1,11/17/15,18:52:06,0.344154,-1.315704,-0.252721,-0.066197,0.124179,0.497106
1986,1,11/17/15,18:52:06,0.37442,-1.303639,-0.199753,-0.068803,0.105132,0.434094
1987,1,11/17/15,18:52:06,0.429395,-1.147322,-0.113518,-0.075405,0.088122,0.364223
1988,1,11/17/15,18:52:06,0.413143,-1.092587,0.002334,-0.082932,0.072338,0.340943
1989,1,11/17/15,18:52:06,0.392779,-1.16614,-0.030389,-0.104332,0.054693,0.323978
1990,1,11/17/15,18:52:06,0.23361,-1.317054,-0.192709,-0.125958,0.030043,0.277161
1991,1,11/17/15,18:52:06,-0.038458,-1.121915,-0.239431,-0.134139,-0.010923,0.196239
1992,1,11/17/15,18:52:06,-0.383886,-0.730902,-0.122698,-0.13099,-0.060308,0.114314
1993,1,11/17/15,18:52:06,-0.653376,-0.067027,0.013931,-0.122676,-0.109626,0.052282
1994,1,11/17/15,18:52:06,-0.643833,0.875752,0.139109,-0.106383,-0.146116,0.027136
1995,1,11/17/15,18:52:06,-0.549209,1.42402,-0.01205,-0.10159,-0.155333,0.058282
1996,1,11/17/15,18:52:06,-0.460602,1.843639,-0.687028,-0.114109,-0.136634,0.099272
1997,1,11/17/15,18:52:06,-0.397828,2.192437,-1.45806,-0.148583,-0.102969,0.086359
1998,1,11/17/15,18:52:06,-0.781807,2.628765,-1.981542,-0.166297,-0.052134,0.013797
1999,1,11/17/15,18:52:06,-1.583679,3.967574,-2.115422,-0.099064,-0.008587,-0.097366
2000,1,11/17/15,18:52:06,-2.170314,4.741708,-1.58101,0.050481,0.039512,-0.06204
2001,1,11/17/15,18:52:06,-2.941741,5.478184,-0.716401,0.258008,0.08029,-0.037585
2002,1,11/17/15,18:52:06,-3.965421,6.902903,0.667548,0.483306,0.095561,-0.131562
2003,1,11/17/15,18:52:06,-4.583854,7.460563,1.958399,0.727308,0.113937,-0.089744
2004,1,11/17/15,18:52:06,-4.922426,8.871148,2.871367,0.922089,0.109301,-0.047689
2005,1,11/17/15,18:52:06,-5.255377,10.586296,3.031451,0.986622,0.092485,-0.050468
2006,1,11/17/15,18:52:06,-4.69558,11.232679,2.443064,0.917389,0.052423,0.160873
2007,1,11/17/15,18:52:06,-4.412588,10.8532,1.188414,0.754824,-0.004217,0.33122
2008,1,11/17/15,18:52:06,-3.511548,9.506907,-0.190122,0.620935,-0.060804,0.545555
2009,1,11/17/15,18:52:06,-2.894875,8.41793,-0.672275,0.556603,-0.086176,0.63999
2010,1,11/17/15,18:52:06,-2.442244,7.295642,-0.738101,0.555862,-0.067799,0.55688
2011,1,11/17/15,18:52:06,-2.274671,5.971701,-0.682952,0.592788,0.000901,0.490855
2012,1,11/17/15,18:52:06,-1.618912,4.158375,-0.599273,0.602674,0.045212,0.521806
2013,1,11/17/15,18:52:06,-1.367211,2.465381,-0.325509,0.540866,0.077339,0.335447
2014,1,11/17/15,18:52:06,-1.356187,0.52937,0.089531,0.420773,0.102107,0.100087
2015,1,11/17/15,18:52:06,-1.34666,-1.46067,0.558302,0.291514,0.113102,-0.044431
2016,1,11/17/15,18:52:06,-1.226502,-3.099719,0.949905,0.160702,0.107387,-0.206878
2017,1,11/17/15,18:52:06,-1.326041,-4.901162,1.369417,0.025474,0.110939,-0.331375
2018,1,11/17/15,18:52:06,-1.039028,-6.639594,1.334251,-0.106037,0.068064,-0.356891
2019,1,11/17/15,18:52:06,-0.097826,-8.488126,1.407094,-0.215607,0.046525,-0.062791
2020,1,11/17/15,18:52:06,1.032357,-10.142618,0.684119,-0.305586,0.080299,0.344964
2021,1,11/17/15,18:52:06,1.549371,-11.926419,-0.006731,-0.431006,0.120109,0.595954
2022,1,11/17/15,18:52:06,1.55173,-13.058495,-0.687357,-0.552465,0.150378,0.774891
2023,1,11/17/15,18:52:06,1.370872,-13.557972,-0.918177,-0.694576,0.16596,0.797252
2024,1,11/17/15,18:52:06,1.016858,-13.517615,-1.03674,-0.819899,0.163857,0.734553
2025,1,11/17/15,18:52:06,0.592686,-13.300466,-1.105327,-0.884011,0.147963,0.666608
2026,1,11/17/15,18:52:06,0.840527,-12.677641,-0.970487,-0.881975,0.121985,0.625596
2027,1,11/17/15,18:52:06,0.983951,-11.894145,-0.769619,-0.802395,0.119893,0.553736
2028,1,11/17/15,18:52:06,0.682857,-11.502427,-0.387992,-0.704566,0.20629,0.499848
2029,1,11/17/15,18:52:06,0.680697,-10.773593,-0.128185,-0.617233,0.306688,0.418196
2030,1,11/17/15,18:52:06,0.801291,-10.114536,-0.342612,-0.569496,0.391794,0.244735
2031,1,11/17/15,18:52:06,0.491757,-9.673944,-1.008552,-0.583315,0.520308,0.106664
2032,1,11/17/15,18:52:06,0.702335,-9.287666,-2.006031,-0.638757,0.610007,-0.040745
2033,1,11/17/15,18:52:06,0.365788,-9.275571,-2.918904,-0.682031,0.72132,-0.106524
2034,1,11/17/15,18:52:06,0.359233,-9.472725,-3.66552,-0.693116,0.852936,-0.033931
2035,1,11/17/15,18:52:06,0.470088,-9.947496,-3.434319,-0.652236,1.024984,0.114284
2036,1,11/17/15,18:52:06,0.970056,-10.729977,-2.468907,-0.571048,1.230437,0.359117
2037,1,11/17/15,18:52:06,2.276518,-10.884427,-1.683487,-0.371619,1.352003,0.5612
2038,1,11/17/15,18:52:06,4.654115,-7.969597,-0.827749,-0.073774,1.302904,0.441101
2039,1,11/17/15,18:52:06,6.936436,-4.380644,0.311294,0.327018,1.043516,0.41791
2040,1,11/17/15,18:52:06,10.496682,-0.526781,6.523213,0.813507,0.856208,0.822727
2041,1,11/17/15,18:52:06,8.036822,1.821617,19.325924,1.518767,0.754067,0.067732
2042,1,11/17/15,18:52:06,-3.154064,8.148897,12.832025,2.4708,0.403508,-3.031958
2043,1,11/17/15,18:52:06,-10.306476,23.173788,4.048107,2.626499,0.875189,-4.191462
2044,1,11/17/15,18:52:06,-15.843667,26.154145,-1.432732,1.912934,1.085103,-3.585281
2045,1,11/17/15,18:52:06,-20.476048,24.867027,-3.725796,0.657373,0.486937,-2.839472
2046,1,11/17/15,18:52:06,-18.174295,19.871555,-0.631561,-0.399822,-0.622462,-0.698796
2047,1,11/17/15,18:52:06,-10.150018,18.861584,1.899592,-0.633885,-1.235762,1.411295
2048,1,11/17/15,18:52:06,-12.600302,19.722263,0.90587,-1.095263,-0.863089,0.455412
2049,1,11/17/15,18:52:06,-17.205575,19.208784,0.054074,-1.469886,-0.308803,-0.440502
2050,1,11/17/15,18:52:06,-13.747975,17.167606,-1.408728,-1.383634,-0.106072,0.902839
2051,1,11/17/15,18:52:06,-8.969379,14.403597,-2.444748,-1.336928,-0.02187,1.581855
2052,1,11/17/15,18:52:06,-8.601587,10.885863,-2.206851,-1.463168,0.246769,0.785014
2053,1,11/17/15,18:52:06,-7.788323,8.835287,-1.104451,-1.482837,0.691756,0.84353
2054,1,11/17/15,18:52:06,-5.197747,6.515117,0.447984,-1.32084,0.888999,1.019481
2055,1,11/17/15,18:52:06,-9.054763,1.331044,1.759678,-1.186262,1.119324,1.278405
2056,1,11/17/15,18:52:06,-3.49834,1.935135,1.731736,-0.769057,0.761119,2.665398
2057,1,11/17/15,18:52:06,0.504469,-1.229808,1.798804,-0.691104,0.813512,2.679204
2058,1,11/17/15,18:52:06,-0.730881,-4.756939,2.404715,-0.856048,0.884073,1.325459
2059,1,11/17/15,18:52:06,1.164615,-6.620301,1.73989,-0.895703,0.782661,0.73962
2060,1,11/17/15,18:52:06,4.251154,-8.495433,1.461539,-0.741581,0.615269,0.907589
2061,1,11/17/15,18:52:06,5.243975,-11.782885,1.126699,-0.542737,0.522508,0.882589
2062,1,11/17/15,18:52:06,5.015388,-14.436875,1.833556,-0.341863,0.447418,0.844273
2063,1,11/17/15,18:52:07,3.987321,-16.322748,2.983438,-0.106483,0.415865,1.067559
2064,1,11/17/15,18:52:07,3.673916,-17.62664,3.364087,0.219783,0.3797,1.607184
2065,1,11/17/15,18:52:07,4.186761,-19.012565,2.494538,0.616965,0.306239,2.298838
2066,1,11/17/15,18:52:07,4.00981,-19.090343,0.685661,0.885997,0.141211,2.492669
2067,1,11/17/15,18:52:07,2.625193,-18.823173,0.306757,0.859363,-0.266903,1.694324
2068,1,11/17/15,18:52:07,2.131531,-16.913069,0.56732,0.77316,-0.740366,0.48866
2069,1,11/17/15,18:52:07,0.652915,-14.203136,3.335303,0.626789,-1.214802,-1.104338
2070,1,11/17/15,18:52:07,-0.777791,-9.075691,7.386226,0.433582,-1.778436,-2.80108
2071,1,11/17/15,18:52:07,2.179798,-0.961823,8.40646,0.18101,-1.951638,-3.99703
2072,1,11/17/15,18:52:07,9.053525,13.654298,5.274447,-0.129971,-1.720025,-4.090112
2073,1,11/17/15,18:52:07,-4.404697,18.224521,-2.62741,-0.177567,-0.904678,-1.087253
2074,1,11/17/15,18:52:07,-2.641485,17.59071,-14.432487,-0.768933,-0.884784,0.942367
2075,1,11/17/15,18:52:07,0.258949,7.393017,-10.79119,-1.608768,-1.463812,0.297164
2076,1,11/17/15,18:52:07,-12.357292,15.161277,-1.313899,-1.595053,-0.806902,-2.653832
2077,1,11/17/15,18:52:07,-18.786617,24.810163,2.405674,0.20363,0.325811,-2.566545
2078,1,11/17/15,18:52:07,-16.310093,14.280752,-0.588614,1.752369,0.921407,0.31495
2079,1,11/17/15,18:52:07,-5.394172,15.623303,2.745166,2.366407,0.684709,2.326103
2080,1,11/17/15,18:52:07,-10.491251,17.003661,7.411917,2.014755,0.119443,0.062499
2081,1,11/17/15,18:52:07,-11.885959,13.978149,8.28642,1.58241,-0.650391,-0.931512
2082,1,11/17/15,18:52:07,-6.716831,9.173734,7.067011,1.726603,-1.072327,0.224409
2083,1,11/17/15,18:52:07,-4.996709,4.710237,5.30381,1.690591,-1.296722,0.150136
2084,1,11/17/15,18:52:07,-4.11999,1.745823,3.494252,1.549918,-1.570249,0.047411
2085,1,11/17/15,18:52:07,-2.844503,0.324146,1.42303,1.231195,-1.857053,0.012183
2086,1,11/17/15,18:52:07,-2.581112,-1.319135,0.254157,0.83279,-2.070041,-0.164127
2087,1,11/17/15,18:52:07,-2.851511,-2.970226,-1.017436,0.467904,-2.022329,-0.275135
2088,1,11/17/15,18:52:07,-1.136825,-5.596288,-2.136451,0.172974,-1.924789,-0.006403
2089,1,11/17/15,18:52:07,1.491261,-7.693219,-3.579886,-0.140798,-1.718817,0.601142
2090,1,11/17/15,18:52:07,2.73824,-10.035599,-4.790455,-0.565414,-1.352653,0.751386
2091,1,11/17/15,18:52:07,2.095229,-12.642286,-4.782729,-1.02184,-0.94505,0.583061
2092,1,11/17/15,18:52:07,2.458816,-14.531334,-4.994307,-1.315764,-0.602231,0.814579
2093,1,11/17/15,18:52:07,2.513686,-16.578129,-6.272633,-1.468241,-0.200295,1.356748
2094,1,11/17/15,18:52:07,2.275522,-17.999535,-6.557522,-1.422261,0.150286,1.558753
2095,1,11/17/15,18:52:07,1.073526,-19.16488,-7.034965,-1.175245,0.480887,1.23931
2096,1,11/17/15,18:52:07,0.4994,-19.41215,-6.646274,-0.759967,0.814906,0.706117
2097,1,11/17/15,18:52:07,0.890796,-17.416449,-4.679283,-0.271032,1.138889,-0.301777
2098,1,11/17/15,18:52:07,1.141923,-13.322869,-2.642308,0.110949,1.456223,-1.737458
2099,1,11/17/15,18:52:07,1.264651,-8.477759,-0.789072,0.367179,1.585346,-2.691955
2100,1,11/17/15,18:52:07,1.130176,-6.48988,0.642862,0.489045,1.680991,-2.147843
2101,1,11/17/15,18:52:07,2.211469,-4.690919,0.920894,0.570688,1.529869,-1.305679
2102,1,11/17/15,18:52:07,4.787717,-1.451831,1.599415,0.672379,1.206301,-0.75132
2103,1,11/17/15,18:52:07,7.539651,1.248785,3.595363,0.785776,0.830353,-0.127893
2104,1,11/17/15,18:52:07,8.093173,2.283184,8.515419,0.931295,0.587179,0.26718
2105,1,11/17/15,18:52:07,3.470839,1.307102,18.048773,1.111821,0.421313,-0.34569
2106,1,11/17/15,18:52:07,-0.802409,5.789107,12.188984,1.48937,-0.26015,-1.315635
2107,1,11/17/15,18:52:07,-7.596778,19.285583,10.09278,1.029923,-0.711979,-1.605861
2108,1,11/17/15,18:52:07,-16.872887,25.931403,3.920078,-0.211074,-0.837782,-2.679028
2109,1,11/17/15,18:52:07,-22.213625,22.282262,-3.899766,-1.012483,-1.418793,-1.37586
2110,1,11/17/15,18:52:07,-13.337067,19.963389,-3.363744,-0.977403,-1.576745,2.136822
2111,1,11/17/15,18:52:07,-5.867316,18.735969,-6.372777,-0.920215,-1.109196,2.775324
2112,1,11/17/15,18:52:07,-11.182172,16.208532,-4.812721,-1.509957,-0.59488,0.691744
2113,1,11/17/15,18:52:07,-13.107528,15.507728,-3.775739,-1.904848,-0.295531,-0.502865
2114,1,11/17/15,18:52:07,-10.123535,10.188179,-4.37442,-1.700461,0.343912,0.491342
2115,1,11/17/15,18:52:07,-8.228976,6.631735,-3.968994,-1.469693,1.039786,0.817288
2116,1,11/17/15,18:52:07,-6.399865,3.061428,-2.319227,-1.268236,1.499593,0.792093
2117,1,11/17/15,18:52:07,-3.664489,0.794538,-0.977342,-1.060795,1.839719,1.289151
2118,1,11/17/15,18:52:07,-1.208746,-0.961186,0.805949,-0.879653,1.846089,1.242172
2119,1,11/17/15,18:52:07,1.215972,-3.136601,2.028684,-0.747153,1.716321,1.010324
2120,1,11/17/15,18:52:07,4.968928,-5.76589,2.266186,-0.597039,1.563393,1.007425
2121,1,11/17/15,18:52:07,7.577477,-9.374526,2.442727,-0.294055,1.449373,0.90597
2122,1,11/17/15,18:52:07,7.783163,-12.556548,3.461776,0.071891,1.278543,0.401766
2123,1,11/17/15,18:52:07,6.772732,-14.958283,4.730555,0.495067,1.187102,0.251774
2124,1,11/17/15,18:52:07,6.853731,-16.889797,4.684474,0.920963,1.234477,0.728141
2125,1,11/17/15,18:52:07,5.843552,-18.645208,3.592388,1.229563,1.229695,1.173929
2126,1,11/17/15,18:52:07,3.050906,-19.29946,2.774929,1.312882,0.855125,1.217764
2127,1,11/17/15,18:52:07,1.308412,-19.964587,2.909905,1.163427,0.3746,1.435318
2128,1,11/17/15,18:52:07,1.483846,-19.525353,2.289492,0.872448,-0.025166,1.676682
2129,1,11/17/15,18:52:07,1.101386,-17.599433,1.349581,0.355053,-0.302317,0.696356
2130,1,11/17/15,18:52:07,1.052378,-14.849226,0.613539,-0.384377,-0.37765,-1.21127
2131,1,11/17/15,18:52:07,0.582181,-10.04003,0.092683,-0.874568,-0.58842,-2.797918
2132,1,11/17/15,18:52:07,2.642159,-3.826117,1.836764,-1.139395,-0.977093,-4.447464
2133,1,11/17/15,18:52:07,7.613344,6.655466,1.805587,-1.223162,-1.086136,-5.124042
2134,1,11/17/15,18:52:07,4.908357,18.250133,0.232239,-0.927,-0.762535,-3.215651
2135,1,11/17/15,18:52:07,-6.08431,15.983342,-8.642923,-0.630599,-0.110933,0.278655
2136,1,11/17/15,18:52:07,-2.826416,18.131077,-12.342994,-0.777212,-0.027414,1.321336
2137,1,11/17/15,18:52:07,-3.226617,10.927028,-0.877327,-0.91416,0.534146,0.741392
2138,1,11/17/15,18:52:07,-13.843787,27.02213,3.72546,-0.154961,0.612372,-1.865039
2139,1,11/17/15,18:52:07,-14.217652,17.949602,5.272113,0.145212,0.251677,-2.014355
2140,1,11/17/15,18:52:07,-9.787391,17.912906,8.777912,0.948875,-0.022953,1.494364
2141,1,11/17/15,18:52:07,-13.669813,21.792594,8.926781,0.998986,-0.883246,-0.287474
2142,1,11/17/15,18:52:07,-8.749525,13.05246,3.542612,1.366809,-1.0493,1.276416
2143,1,11/17/15,18:52:07,-5.030973,10.218367,2.135729,1.604618,-1.490588,0.987599
2144,1,11/17/15,18:52:07,-9.306052,10.213903,2.40867,1.47985,-1.702991,-0.821936
2145,1,11/17/15,18:52:07,-8.411645,8.073888,1.074685,1.563308,-1.804,-0.507137
2146,1,11/17/15,18:52:07,-2.852404,4.205108,0.528294,1.648354,-1.725107,0.940371
2147,1,11/17/15,18:52:07,0.055375,0.423884,-0.754942,1.296351,-1.548694,0.874632
2148,1,11/17/15,18:52:07,-0.632839,-2.022212,-2.488494,0.857635,-1.300808,-0.084831
2149,1,11/17/15,18:52:07,0.457585,-5.394893,-3.570583,0.486596,-1.069039,-0.435919
2150,1,11/17/15,18:52:07,2.772261,-7.507882,-4.086741,0.169559,-0.775686,-0.098714
2151,1,11/17/15,18:52:07,2.653705,-9.282428,-4.216658,-0.236161,-0.499761,0.03994
2152,1,11/17/15,18:52:07,2.237212,-12.060311,-3.57886,-0.661907,-0.345439,0.442598
2153,1,11/17/15,18:52:07,3.688418,-14.421291,-2.333805,-1.148323,-0.204742,1.081168
2154,1,11/17/15,18:52:07,6.208319,-15.970726,-1.031386,-1.528909,-0.091585,1.72697
2155,1,11/17/15,18:52:07,4.696303,-17.287529,-0.846617,-1.668655,0.032571,1.765195
2156,1,11/17/15,18:52:07,1.547194,-18.420485,-1.182177,-1.582544,0.02559,1.118895
2157,1,11/17/15,18:52:07,-0.656547,-18.911937,-2.831464,-1.250699,0.113699,0.974688
2158,1,11/17/15,18:52:07,-0.597421,-18.790934,-3.803253,-0.859546,0.376998,0.917294
2159,1,11/17/15,18:52:07,2.215215,-17.380374,-3.40877,-0.365985,0.624717,0.70622
2160,1,11/17/15,18:52:07,2.073681,-13.253642,-3.265485,-0.024298,0.792778,-0.855026
2161,1,11/17/15,18:52:07,0.752054,-9.143436,-2.016976,0.146211,0.763306,-2.899899
2162,1,11/17/15,18:52:07,2.133363,-3.701458,1.462698,0.409686,0.683845,-3.43514
2163,1,11/17/15,18:52:07,1.248197,-2.179878,3.515649,0.613242,0.693542,-2.124441
2164,1,11/17/15,18:52:07,1.096074,-2.924252,2.877304,0.859824,0.662761,-0.190839
2165,1,11/17/15,18:52:07,5.780888,-1.224907,3.521449,1.070637,0.414378,0.431028
2166,1,11/17/15,18:52:07,8.320379,3.496498,6.404599,1.154301,0.142833,-0.566312
2167,1,11/17/15,18:52:07,4.266731,6.044192,13.146906,1.40091,-0.084597,-1.240919
2168,1,11/17/15,18:52:08,1.631246,1.367669,9.373045,1.840531,-0.313518,-1.0741
2169,1,11/17/15,18:52:08,-2.688883,9.261914,0.834562,1.66826,-0.690052,-1.096635
2170,1,11/17/15,18:52:08,-11.212953,27.721106,-3.753146,0.716153,-0.325386,-3.841419
2171,1,11/17/15,18:52:08,-22.246159,24.049159,-1.653729,-0.33396,-0.099837,-4.738335
2172,1,11/17/15,18:52:08,-27.055086,21.535021,-3.027326,-0.582107,-0.155003,-0.866957
2173,1,11/17/15,18:52:08,-6.858608,12.36222,-4.453556,-0.0031,-0.578788,5.223444
2174,1,11/17/15,18:52:08,1.32681,12.57388,-6.51302,-0.205311,-0.49733,4.863093
2175,1,11/17/15,18:52:08,-15.596281,15.8941,-2.708173,-1.264514,0.636058,-0.938849
2176,1,11/17/15,18:52:08,-13.839718,10.995704,-0.388349,-1.473593,0.874896,-0.542056
2177,1,11/17/15,18:52:08,-5.850948,5.758791,-1.154611,-1.268127,1.013739,1.838241
2178,1,11/17/15,18:52:08,-4.611099,2.766202,-1.054143,-1.292831,1.252871,1.340521
2179,1,11/17/15,18:52:08,-4.509742,0.977188,-0.796873,-1.224282,1.302976,0.53862
2180,1,11/17/15,18:52:08,-2.315302,-1.421936,0.323855,-1.044096,1.234265,0.8183
2181,1,11/17/15,18:52:08,0.422462,-3.372955,1.081625,-0.847988,1.094047,1.007559
2182,1,11/17/15,18:52:08,4.792404,-6.381176,1.90352,-0.654965,0.924089,1.184132
2183,1,11/17/15,18:52:08,7.901508,-9.621521,2.811776,-0.359469,0.742961,1.057617
2184,1,11/17/15,18:52:08,7.511542,-13.176704,4.302956,-0.050583,0.618445,0.547937
2185,1,11/17/15,18:52:08,7.098077,-15.758917,5.250769,0.292041,0.499047,0.4634
2186,1,11/17/15,18:52:08,8.044762,-16.95344,3.940603,0.647518,0.485345,0.688781
2187,1,11/17/15,18:52:08,7.375546,-18.066615,2.720577,0.833806,0.439296,0.675944
2188,1,11/17/15,18:52:08,4.35698,-19.550638,0.630984,0.833481,0.265391,0.787902
2189,1,11/17/15,18:52:08,2.642058,-19.990867,0.019441,0.80329,-0.041043,0.978333
2190,1,11/17/15,18:52:08,2.078154,-18.823124,-0.246504,0.532413,-0.238726,0.709484
2191,1,11/17/15,18:52:08,1.636468,-15.900063,-0.41227,0.020353,-0.356223,-0.401047
2192,1,11/17/15,18:52:08,2.515189,-11.797551,-1.080087,-0.491449,-0.598807,-1.67547
2193,1,11/17/15,18:52:08,1.924157,-8.469123,-1.301503,-0.914541,-0.888548,-2.68115
2194,1,11/17/15,18:52:08,0.879293,-4.550711,-0.035836,-0.988199,-1.308335,-2.790336
2195,1,11/17/15,18:52:08,0.983818,-1.462688,3.113561,-0.942432,-1.314216,-2.067657
2196,1,11/17/15,18:52:08,3.957395,3.224356,1.902632,-0.901138,-0.983472,-1.490896
2197,1,11/17/15,18:52:08,4.081986,11.91821,0.649925,-0.774456,-0.655693,-1.15323
2198,1,11/17/15,18:52:08,-1.300443,16.205984,-6.509644,-0.733288,-0.421177,-0.586473
2199,1,11/17/15,18:52:08,-5.596318,12.96225,-8.534293,-0.794069,-0.199886,-0.170045
2200,1,11/17/15,18:52:08,-10.402234,21.473135,-1.274766,-0.90052,0.080946,-1.236966
2201,1,11/17/15,18:52:08,-20.181367,25.78484,3.751826,-0.652397,0.030192,-3.52391
2202,1,11/17/15,18:52:08,-23.270082,18.189628,7.321052,0.271325,0.374783,-1.024601
2203,1,11/17/15,18:52:08,-8.892926,18.409223,8.987973,1.381369,-0.054653,2.846881
2204,1,11/17/15,18:52:08,-7.014001,16.540381,5.88393,1.676391,-0.065298,2.537919
2205,1,11/17/15,18:52:08,-13.272013,15.862388,5.910712,1.250424,-0.770026,-0.66473
2206,1,11/17/15,18:52:08,-12.030541,12.632177,5.224196,1.490995,-1.183885,-0.858545
2207,1,11/17/15,18:52:08,-7.463742,7.690681,5.579324,1.801501,-1.319858,0.12508
2208,1,11/17/15,18:52:08,-4.641796,4.930617,4.33167,1.854866,-1.342732,0.24465
2209,1,11/17/15,18:52:08,-3.221687,3.029467,3.030151,1.578483,-1.403997,0.183875
2210,1,11/17/15,18:52:08,-1.697975,1.447959,0.80084,1.208505,-1.482504,0.430614
2211,1,11/17/15,18:52:08,-0.321241,-2.017344,-1.920025,0.784562,-1.471378,0.161113
2212,1,11/17/15,18:52:08,1.246223,-4.552218,-4.053772,0.43799,-1.327235,0.170016
2213,1,11/17/15,18:52:08,4.194204,-6.207923,-4.23043,0.059208,-1.104136,0.323293
2214,1,11/17/15,18:52:08,4.507605,-8.521606,-3.677192,-0.366031,-0.764157,0.346849
2215,1,11/17/15,18:52:08,5.800321,-11.808516,-2.788803,-0.886244,-0.475101,0.448466
2216,1,11/17/15,18:52:08,6.980025,-14.728108,-2.017387,-1.360294,-0.175886,0.999779
